description,26FP12B,26FP12C,26FP12D,26FP12E1.3.LA,26FP12E1.3.ME,26FP12E1.3.YE,26FP12E1.TE,26FP12E2.TE,26FP12I,26FP15B,26FP15C,26FP15D,26FP15E1.3.LA,26FP15E1.3.ME,26FP15E1.TE,26FP15E2.TE,26FP15E3.TE,26FP15E4.6.LA,26FP16B,26FP16C,26FP16D,26FP16E1.2.LA,26FP16E1.2.ME,26FP16E1.TE,26FP16E1.YE,26FP16I,26FP17B,26FP17C,26FP17D,26FP17E1.2.LA,26FP17E1.2.ME,26FP17E1.TE,26FP17E2.TE,26FP18B,26FP18C,26FP18D,26FP18E1.3.ME,26FP18E1.TE,26FP18E1.YE,26FP18E4.8.LA,26FP3B,26FP3C,26FP3D,26FP3E2.TE,26FP3E3.TE,26FP3E4.LA,26FP3E4.TE,26FP3E9.7.LA,26FP3I,26FP7B,26FP7C,26FP7D,26FP7E1.TE,26FP7E2.TE,26FP7E3.TE,26FP7I,26FP8B,26FP8C,26FP8D,26FP8E1.2.LA,26FP8E1.ME,26FP8E1.TE,26FP8E1.YE,26FP8E2.TE,26FP8I
superpathway of fucose and rhamnose degradation,456.433359,1785.504496,151.000923,0,0,0,0,0,2593.838522,35.330103,6838.811485,117.746015,29.971503,0,0,0,0,0,138.588912,210.693116,38.50681,0,0,0,0,2.521095,21.144891,2309.817766,179.9197,5.080659,0,0,3.477144,2437.727849,1125.571,250.901104,0,0,0,0,3048.696993,1964.916567,111.799587,16.371833,0,0,0,0,0,39.77992,281.114299,43.956619,0,17.82401,0,93.222672,2075.925729,11405.70911,724.851595,0,0,0,0,0,170.5370589
fucose degradation,539.472466,2240.234789,172.847911,0,0,0,0,0,2606.886888,41.964755,8189.200716,147.332332,46.612004,0,0,0,0,0,157.306481,258.587928,47.03868,0,0,0,0,1.3793103,21.422747,2918.702074,325.732,5.232081,0,0,4.389855,2603.760639,1299.27,352.98884,0,1.973047,0,0,2496.206343,2289.9009,115.105312,23.271197,0,1.993378,0,1.271071,1.513514,50.81475,322.780698,55.268042,0,29.23267,0,78.548084,2420.461658,11823.4367,764.761988,0,0,0,0,0,126.5055525
superpathway of hexuronide and hexuronate degradation,697.339852,2068.15875,227.612727,13.264464,219.283878,8.668224,5419.274,4885.237,4461.134526,71.972931,7991.313497,211.891636,192.255112,13.382585,16.881822,110.006595,46.776013,26.19859,251.797933,100.088614,76.03132,8.862078,26.453777,38.51558,0,12.1813966,59.652858,2826.522777,276.7006,39.0945,26.283239,127.073449,558.542,240.558212,1598.665,365.329351,143.492788,84.00298,46.400752,797.9364,4253.515434,2600.028968,162.727481,632.263979,121.766553,192.505815,1999.289,119.5556,4.720475,74.21272,113.284776,82.472648,114.596687,113.481,202.320732,163.741352,3077.730668,10170.23835,1387.587134,68.207467,17.41069,48.728303,21.748205,71.823941,262.8848522
D-galactarate degradation I,765.143392,310.3078542,146.108899,39.852439,0,65.51989,2421.268,1365.051,479.134962,122.282611,285.909019,260.142364,103.130154,158.092541,55.106331,291.464347,163.499898,55.68292,196.899436,310.890978,302.6413,23.920797,55.753124,1078.414728,79.046873,6.0385925,146.434789,1555.493154,187.8234,48.30404,39.871655,249.901859,70.03552,3068.935715,1669.263,367.693419,87.145523,53.75256,63.684222,315.0011,370.602059,2139.682185,110.759229,118.838616,91.001861,217.047352,5161.979,23.94325,0,82.35217,448.687772,141.482403,260.294268,66.09552,159.321741,18.435552,3061.010632,5566.558173,1373.359153,1841.887362,63.350022,15.939411,71.394628,39.654522,63.1834636
D-galacturonate degradation I,914.167345,2004.183025,414.140747,1556.132593,513.644888,306.4464,8645.34,12230.69,6761.572224,185.05128,7646.235883,303.311502,1321.856531,1841.359771,312.362568,1673.211363,410.419678,1039.53,416.317512,370.992423,140.7197,695.36956,1747.276784,908.279715,552.366548,14.0310348,197.929583,2912.423725,662.1511,1612.115,1169.002437,1554.486303,3249.952,3132.537454,1998.956,724.521242,1198.336505,629.2731,891.265212,1644.972,5742.173194,2798.876273,317.081723,1957.322083,688.140075,618.474737,4651.279,881.7679,5.429145,322.1291,522.716753,176.955107,654.730197,901.1569,834.115729,210.958277,3704.002302,10559.92815,2353.989343,477.370113,713.546323,551.40752,1403.809713,652.311614,370.0313574
gallate degradation II,4237.881608,168.0855051,2419.266688,3813,3552.211425,3044,15601.82,29335.69,447.314896,4393.815146,147.795608,2130.874971,3327.994971,5020,1149.67101,2765.406807,2152.493384,3595,4479.972697,759.067471,4063.017,2713.5,4580.5,6440.960178,2420.5,4.4444444,4438.780821,994.069173,5581.578,3157.75,4482.499498,5208.572834,4744.037,438.747801,4228.594,5805.283519,3265.477723,4101.14,4558.249959,6486.299,176.308791,1677.167237,2049.227065,4196.032435,4643.180492,5289.924381,27458.49,4004.5,0,5001.449,2405.579945,3223.30556,2964.959232,3213.268,3387.919497,15,6397.153734,593.941975,9052.909153,2611.985968,2635,1412.59954,3126.5,1628.750612,24.4081633
gallate degradation I,88.41766,1.9885386,111.469626,403.461997,1144.896793,98.38397,2944.798,3171.708,143.289258,84.190929,9.684543,33.735469,422.408328,1097.345635,93.158007,606.55076,253.204091,582.6253,134.958548,22.671428,143.5095,526.44609,673.548443,468.373432,382.232686,0,122.322496,41.181058,492.4415,590.1702,637.253781,566.892506,1752.707,4.972345,258.2646,390.3592,510.784564,444.6529,485.671962,457.5883,8.794606,90.595441,133.922844,568.749136,2995.894239,309.806667,1591.552,1094.687,0,123.4732,99.039727,135.221477,230.951932,503.8396,437.026248,3.529412,110.057667,35.919061,296.142037,159.954561,918.245064,145.374919,564.898603,366.878961,8.3870968
"superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation",463.885112,1546.007112,193.308724,0,0,0,0,0,4212.874244,36.561753,6072.720944,135.987406,120.213555,0,0,0,1.08046,0,139.809222,226.615784,52.65132,0,0,0,0,5.9162866,24.647237,2036.022803,248.8507,325.5184,0,0,2.354868,2616.20035,1103.083,366.727259,35.978737,0,0,0,6615.154,1860.448922,107.557045,32.532413,0,8.269487,0,0,2.069038,42.94849,326.275691,48.352147,0,40.47755,5.61363,182.342236,2051.16354,13859.31465,824.574553,0,0,0,0,0,407.4015643
D-glucarate degradation I,765.960417,339.0024171,146.237724,39.852541,0,65.5183,2429.106,1365.755,531.148257,122.289289,303.755333,260.241892,103.132565,158.097952,55.126996,291.474941,163.521875,55.68304,196.952478,309.681919,302.8012,23.920854,55.753124,1078.643205,79.046873,6.0869565,146.482983,1655.654035,188.0127,48.30436,39.871701,249.954266,70.08044,2863.868785,1680.391,368.225973,87.143605,53.75452,63.684331,315.226,572.692677,2186.889322,110.906201,118.876544,91.080624,217.130502,5183.278,23.94328,1.802684,82.36017,449.287834,141.608188,260.341459,66.10302,159.316027,18.867535,3066.87312,4908.780623,1374.536884,1841.093314,63.350022,15.940424,71.394628,39.670967,63.1986722
superpathway of D-glucarate and D-galactarate degradation,765.143392,310.3078542,146.108899,39.852439,0,65.51989,2421.268,1365.051,479.134962,122.282611,285.909019,260.142364,103.130154,158.092541,55.106331,291.464347,163.499898,55.68292,196.899436,310.890978,302.6413,23.920797,55.753124,1078.414728,79.046873,6.0385925,146.434789,1555.493154,187.8234,48.30404,39.871655,249.901859,70.03552,3068.935715,1669.263,367.693419,87.145523,53.75256,63.684222,315.0011,370.602059,2139.682185,110.759229,118.838616,91.001861,217.047352,5161.979,23.94325,0,82.35217,448.687772,141.482403,260.294268,66.09552,159.321741,18.435552,3061.010632,5566.558173,1373.359153,1841.887362,63.350022,15.939411,71.394628,39.654522,63.1834636
gluconeogenesis I,6296.634771,6209.308868,3835.888744,12649.72995,10616.80653,8716.678,45662.11,62167.66,7479.55851,5999.920368,10302.28268,3364.655495,9038.998528,15476.54236,3966.059322,10082.54273,6841.988177,11296.72,6384.241067,10356.74078,6509.211,8973.481166,12595.80322,16925.52532,7693.097319,19.4220751,7848.05856,11536.63455,10487.12,11825.93,12836.52935,14005.16665,17396.29,5438.307366,7702.141,10657.63513,10262.52039,10713.81,13858.31598,20404.19,10466.37925,4862.482292,3646.372758,16143.74072,11634.37592,15158.19499,60155.68,12425.42,17.340381,6821.419,7038.123154,4932.996636,6961.498939,7733.571,9632.269489,266.053969,11303.47736,18804.06033,13830.65259,11180.62666,6277.714373,4484.637704,10105.98323,6416.664119,945.5295156
glucose and glucose-1-phosphate degradation,2461.026454,2607.578115,2035.944022,13070.51123,11201.9316,8524.361,39570.4,46348.29,1858.617149,2072.593829,7128.966684,1697.824768,8600.255672,15658.41822,3932.767914,9823.525223,6948.514677,11583.54,2450.411067,2043.525064,3584.611,9251.085204,11927.81723,15699.69112,7760.313415,12.0598291,3908.265398,4790.822183,7205.122,12551.36,12705.53904,12902.76145,17067.53,3379.339595,4568.398,6927.918886,10477.52171,10241.07,14068.09681,19901.22,1235.282206,3261.416537,2320.372897,16494.23607,11991.86377,14117.91541,45031.29,13057.36,1.919517,2432.009,3791.650468,2522.201466,5811.167068,6788.558,9241.412255,21.920316,5810.366984,10054.29187,6425.1432,11573.97634,5999.614706,4368.973549,9978.113782,6652.186512,726.3988597
superpathway of &beta;-D-glucuronide and D-glucuronate degradation,808.871528,2435.897471,311.154556,345.204043,381.545151,132.2457,6441.307,8343.055,4973.729956,136.309824,9473.688294,262.95122,645.541881,940.860327,165.101649,1291.744419,217.425854,550.5013,333.47946,330.629322,141.3247,354.149791,733.602753,488.718898,325.586847,14.2124568,132.1685,3278.963094,461.3534,605.6012,615.144576,895.136959,1969.332,3280.492838,1856.371,545.913298,499.278468,358.1671,456.65294,1153.989,4441.564071,2997.5585,228.328671,1367.214887,460.698754,452.829233,3176.515,418.9819,9.985657,178.2431,440.538419,127.330328,518.004544,592.3916,543.478339,184.192948,3541.984823,12051.57061,1458.072272,184.836418,298.894455,311.532523,289.93747,437.307802,281.3852145
L-ornithine biosynthesis,5865.750635,5803.970146,3606.177546,10289.64803,8315.08203,7442.184,41043.09,58343.9,9170.784313,5614.895789,8812.942478,3148.405523,7968.063632,12735.9384,3305.439814,8500.255336,5581.730835,9113.424,5998.220294,10493.83182,6112.435,6988.360556,11390.19559,15246.60685,6364.992315,17.6352792,7405.882776,10960.01186,10142.77,9151.153,10887.14011,12614.50902,14958.99,4843.1102,7130.945,10145.45597,8354.119341,9287.436,11373.28025,17315.49,9741.666818,4321.009453,3471.835217,13105.9566,9774.767721,13293.99214,55741.79,9678.778,12.264534,6435.595,6731.935315,4716.573774,6465.126096,7096.096,8357.338666,274.169037,10372.79694,9066.483472,12735.16451,9200.933484,5549.255674,3818.258501,8494.519866,5270.067654,1132.905124
glycogen degradation I (bacterial),1618.225905,2834.194957,1240.633164,452.063969,545.096996,225.7695,4171.139,5496.836,11879.12758,463.031502,8985.934479,754.235099,972.091096,1542.517702,606.414535,1561.697945,352.396245,922.6177,985.620857,903.122229,1369.243,787.123797,950.927067,714.982744,566.854571,16.4678571,1093.539119,4455.169438,4733.577,1932.494,913.392656,849.181776,2212.017,3930.870266,3714.99,3938.86134,604.373699,555.1156,770.589988,1218.629,11968.61429,3536.445192,1543.975433,1402.677133,808.581232,998.118216,6562.274,769.1721,8.185592,807.5762,1858.271865,1321.179504,879.397622,906.3335,567.3499,387.348403,5131.634313,13981.35895,3431.702904,267.6895,421.943587,451.240728,1044.356727,611.155689,1134.516868
glycogen biosynthesis I (from ADP-D-Glucose),1004.735259,1873.40029,983.341406,620.403334,1692.746217,246.1772,8732.156,9087.515,10322.33099,384.687687,6484.040114,666.599272,899.805763,1485.746052,420.114671,2552.350165,446.516091,888.3759,726.261238,564.140338,1566.896,758.73106,919.564941,953.945878,529.406803,10.4663308,924.577124,2898.400388,4306.025,1378.452,898.948182,1545.500689,3650.631,2721.748652,2672.993,3418.718748,804.566543,776.4218,799.913568,2395.767,10459.1409,2516.615508,1380.503511,2221.866501,4729.539312,1585.775355,10997.88,1662.621,12.325538,665.4577,1437.13707,1178.524375,1357.09293,1087.828,823.711828,342.5591,3102.211357,13214.99744,2325.47557,346.562693,1196.206163,672.193529,1383.050138,826.03979,1008.614237
superpathway of glycol metabolism and degradation,3.988797,0,12.941563,0,0,0,0,0,104.412745,19.292471,0,15.107027,11.459819,0,0,0,0,0,18.372686,0,1.224653,0,0,0,0,3.1081081,3.777112,1.999181,34.20243,0,0,6.221461,2.390156,23.630048,25.04283,56.885508,0,0,0,0,505.577655,22.393237,0,9.998351,0,1.818121,548.5533,0,0,3.87196,14.226791,1.965506,0,7.339356,0,5.663753,24.659181,3365.817496,744.03527,0,0,0,0,0,284.1917707
glycolysis I (from glucose 6-phosphate),6023.822355,5124.697175,3694.232794,12257.10605,10322.65265,8436.691,43576.97,58963.41,7049.245774,5680.532685,10397.37164,3198.968004,8755.527266,14959.89609,3868.259999,9696.703129,6638.327255,10940.12,6025.696578,4376.12474,6144.645,8739.474559,12088.41925,16340.46979,7438.777438,19.1401459,7046.6677,9058.870306,9959.702,11542.25,12399.44438,13487.11554,16825.66,5547.719208,7477.225,10094.09508,9935.580014,10351.79,13429.32301,19828.26,9567.174259,4895.792638,3456.684724,15652.39898,11393.65504,14605.34203,57675.55,12073.08,16.309487,6460.512,5917.835577,4655.775066,6645.501373,7391.667,9285.643277,258.086034,11066.61293,21120.00618,13264.4939,10889.3995,6037.758721,4318.475964,9724.961503,6240.798604,1090.843503
superpathway of glycolysis and Entner-Doudoroff,5775.930332,3443.761395,3540.522183,12417.15947,10457.0597,8471.331,42995.72,56698.25,4479.176878,5483.27829,9102.887701,3069.207717,8749.281896,15096.04535,3863.984354,9660.460286,6697.433129,11080.47,5781.326567,2439.112417,5887.38,8800.246366,12136.19015,16353.7883,7489.845207,15.5131348,6444.198622,6187.217185,9515.162,11644.85,12513.1866,13403.91954,16829.92,4537.284645,7212.289,9666.757405,10049.14733,10402.83,13591.35452,19836.06,6835.694399,4668.342479,3317.304015,15809.82321,11436.14192,14532.67781,56674.89,12246.03,14.274544,6238.274,4905.680359,4483.998512,6512.932526,7333.938,9276.676987,157.188028,10660.41379,15548.49185,12822.68166,11010.79088,6042.538392,4336.065026,9830.970086,6290.987761,979.1401181
"superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass",6379.108621,3826.096271,3914.519702,13345.75444,11204.8166,9140.406,47133.06,63316.01,3111.599509,6115.1976,9370.298411,3408.292931,9442.249859,16233.1614,4148.391302,10503.71485,7196.441729,11888.71,6464.614155,3056.690225,6601.863,9417.212053,13155.99219,17689.52385,8066.557551,16.7017874,7179.227462,6994.348686,10520.21,12439.2,13467.1577,14598.19978,18276.37,4651.386961,7898.481,10712.5133,10800.82925,11221.55,14586.31203,21414.81,3318.416606,4942.170074,3687.051938,17022.73428,12307.18264,15801.35726,62369.06,13116.34,13.338323,6968.745,5447.221547,5001.472704,7159.268744,8005.987,10053.11184,81.696941,11637.46153,12727.93564,14116.66522,11807.79002,6553.223356,4695.603522,10597.34418,6772.265174,749.7277347
glyoxylate cycle,5256.726182,2098.572876,3303.792533,11882.40941,9895.367479,7995.792,41991.02,56330.94,1506.148267,5107.810138,6672.680481,2860.503765,8291.261721,14359.31345,3631.756189,9694.820432,6339.134584,10507.29,5423.904079,1492.376093,5733.889,8229.224191,11722.49267,15480.9535,7137.75,14.1441749,5743.825602,3920.153617,9298.471,11024.51,11858.99246,12959.85349,16695.86,3147.655338,6710.748,9280.879071,9552.660886,9795.464,12821.23246,19006.59,1342.133787,4022.289703,3247.230846,15413.68013,11147.36496,13925.84181,54059.44,11596.41,10.255123,5870.868,3922.611305,4331.207632,6355.713767,7045.891,8881.108016,45.735863,9590.990427,7677.709739,11729.75055,10497.68288,5804.993252,4219.474156,9517.748844,6108.836682,549.567391
"superpathway of glycerol degradation to 1,3-propanediol",0,0,14.010798,0,0,0,0,0,37.818021,7.240709,0,21.100903,0,0,0,0,0,0,29.716268,0,0,0,0,0,0,0,0,19.078529,38.85131,0,0,0,0,33.305384,37.52086,76.74135,0,0,0,0,78.765902,45.203235,0,0,0,0,0,0,0,0,16.560983,0,0,0,0,3.774831,58.105554,6220.331861,781.691757,0,0,0,0,0,8.8093992
3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate,21.92836,2.7209302,15.998215,0,1.124927,9.187432,296.1234,848.7282,37.682882,12.026937,18.560168,18.543935,2.849578,0,0,0,1.1249,8.996063,29.591818,19.024752,34.94314,1.285603,0,121.8308,3.374179,0,22.903095,22.445396,145.5871,2.999495,3.749457,69.839863,13.29846,26.615407,59.19694,159.232582,44.517739,27.91267,2.99966,95.40516,14.137288,45.694235,20.604774,29.004891,70.57014,94.39395,124.6512,0.9999521,0,14.32375,73.96116,37.135362,63.43242,37.03852,68.737183,0,156.33635,2187.566643,844.525987,3.374334,40.746909,43.291235,3.374355,0,0
heme biosynthesis I (aerobic),5242.175326,2760.347992,3150.991375,11880.82981,9903.374957,7986.08,40751.76,54618.21,1325.308821,5069.647429,7480.454237,2777.326929,8250.79822,14355.80829,3586.914146,9355.17,6325.920552,10489.23,5377.086451,2120.292964,5424.169,8224.548092,11717.99742,15422.12274,7137.75,10.4550776,6142.987597,5140.244236,8629.608,11078.89,11854.49897,12744.62013,16211.87,3684.568182,6387.71,8813.675736,9542.734904,9758.205,12814.9993,18645.3,1130.683565,3937.396092,2983.169162,15178.51649,10905.84963,13718.65707,51757.33,11589.17,7.610447,5767.612,4567.372484,4121.52152,6176.798269,6963.753,8829.417882,30.665046,9477.499976,8496.247548,11506.52839,10495.93385,5805.249311,4144.132296,9516.749054,6012.166632,517.9887506
heme biosynthesis II (anaerobic),6138.060821,7003.832228,3665.975175,13563.44338,11308.9286,9113.115,47227.29,62602.64,2010.02111,5834.208793,10653.90163,3239.913539,9434.268327,16404.99275,4122.683557,10728.39889,7224.195651,11982.96,6223.014163,12479.06436,6263.367,9407.054466,13355.35342,17585.65658,8143.990935,13.9564598,7974.562638,13019.71425,10225.54,12800.98,13535.72024,14567.04023,18548.55,5700.620712,7447.712,10488.72869,10906.5468,11151.98,14632.12713,21317.27,3863.321403,4708.57673,3505.480459,17356.62754,12435.66636,15686.12757,59211.04,13235.86,10.132209,6626.123,7547.79287,4795.65196,7092.210802,7967.243,10083.62717,52.638435,11042.98446,11063.91737,13261.53379,11942.27238,6623.389008,4756.876875,10860.32549,6867.558266,650.0290738
superpathway of hexitol degradation (bacteria),109.070829,27.0089243,152.759056,0,0,0,4232.697,1493.474,501.497173,72.269659,68.82055,134.760595,8.620926,0,0,0,0,0,186.245757,547.437866,12.49679,29.97771,0,0,0,0,0,101.164712,85.33021,2.158944,0,27.956066,11.69004,3867.542437,637.2508,436.923907,0,38.74784,0,0,563.14733,590.174655,114.972938,0,15.983006,0,0,0,0,0,805.85938,23.521545,0,2.198932,14.056295,33.519109,484.012907,15210.68244,2435.662844,0,0,0,0,0,49.2937436
L-histidine degradation I,5299.295315,1980.63813,3253.091934,13077.30466,10964.33884,8707.864,44546.09,57519.91,1495.170447,5121.675224,7123.977853,2897.404663,9018.820473,15751.37738,3920.52296,10316.48236,6966.125598,11559.26,5399.750027,1260.575791,5661.942,8990.420193,12748.89369,16909.06152,7765.274748,14.4782609,5497.539846,3616.442049,9129.208,12156.4,13015.4356,13871.71964,17984.31,3089.762875,6829.68,9160.043983,10490.25251,10679,14123.50475,20469.75,3202.771342,4254.534068,3157.074771,16733.57505,12022.3633,14610.46191,55756.81,12811.92,9.801831,5805.25,3622.540847,4276.490774,6552.094124,7426.432,9590.084793,60.117811,9909.807872,11521.35246,11948.77402,11800.32606,6259.559764,4524.254545,10248.9068,6645.059175,686.9188029
L-histidine biosynthesis,5708.933955,5510.572831,3491.652865,12815.55393,10684.29732,8606.121,43458.8,58874.79,9114.339331,5476.568349,8983.960815,3045.466795,8996.09861,15580.40021,3998.934281,10161.03356,6830.451868,11332,5828.602929,9592.894675,5889.351,8955.337933,12662.9696,16646.79361,7711.402577,15.609247,7122.874848,10350.17396,9593.097,11860.21,12810.59155,13771.34656,17568.09,4603.128183,6935.839,9734.907399,10322.23453,10532.58,13833.14757,20140.91,10433.36332,4291.081644,3312.506622,16413.29583,11860.4031,14810.37719,56344.8,12527.05,11.852731,6253.206,6340.302303,4497.168161,6698.976141,7566.133,9533.679864,298.425829,10247.71299,10025.0017,12451.1866,11318.64455,6281.611939,4494.858204,10263.4509,6504.300649,1029.649026
L-methionine biosynthesis I,1231.160898,3332.107702,877.432209,10378.58626,8694.535818,6270.745,30530.76,28671.99,3559.954145,831.824169,7570.468316,746.29142,6392.320472,12040.24511,3179.076423,7858.24618,5310.578696,8814.53,975.151849,4247.46451,1506.443,7273.468714,9141.454146,11541.49111,5940.271602,10.3020305,1925.385267,6827.250682,3517.003,10254.44,9509.464286,9435.018764,14216.81,3898.040763,2729.053,3344.615816,8109.954313,7380.681,10644.05396,14877.56,3755.652155,2676.262767,1026.07941,13463.75371,9960.921111,10087.71831,27605.37,10164.96,11.553597,963.6459,3441.77575,1092.377552,3829.111755,4659.099,6825.538983,63.721803,3906.445427,8199.444191,3308.695796,9800.124612,4518.870092,3387.53554,7943.532871,5393.522871,561.9938118
L-methionine biosynthesis III,6097.65082,3095.971962,3936.286662,16375.00847,13963.0528,11146.91,59959.54,73771.45,3515.331043,6290.360069,3170.314476,3448.63388,11337.48863,19886.28267,5216.849994,13919.15273,8897.936188,14650,6541.054989,4310.1527,6939.061,11677.44699,15859.99208,21404.80866,9984.040193,16.6733333,7480.047649,6703.069491,10938.37,15597.37,16445.44523,17811.13812,23468.51,3714.570118,7242.888,11176.77912,13233.54542,13631.19,17957.76462,26842.02,4009.105673,3001.252342,3755.34769,21916.57448,16115.43589,19543.05467,73922.02,16324.29,12.839009,7084.284,5979.447005,5142.045086,8865.174682,9688.344,12281.81311,110.036562,10149.19091,2099.893252,14245.46145,15194.36313,7908.799336,5947.008409,12890.5282,8650.391409,764.6191022
